movement_id,item_id,movement_type,quantity,movement_date,reference_po,warehouse,created_by,notes
MOV-5682,ITEM-244,IN,57,2023-06-05,PO-3237,Không xác định,system,OK
MOV-5683,ITEM-252,IN,74,2023-03-22,PO-3250,B1,kho2,OK
MOV-5684,ITEM-241,OUT,60,2023-01-31,,B1,KHO1,Kiểm tra lại
MOV-5685,ITEM-254,ADJUSTMENT,97,2023-10-18,,B2,KHO1,
MOV-5686,ITEM-249,OUT,13,2024-02-10,,B1,kho1,
MOV-5687,ITEM-221,ADJUSTMENT,71,2024-02-23,,B1,kho2,
MOV-5688,ITEM-247,RETURN,86,2023-11-22,PO-3258,B2,kho2,
MOV-5689,ITEM-258,IN,52,2023-10-23,PO-3002,Không xác định,admin,Kiểm tra lại
MOV-5690,ITEM-275,RETURN,54,2024-02-25,PO-3097,C1,admin,
MOV-5691,ITEM-274,RETURN,3,2023-11-29,PO-3128,A1,ADMIN,
MOV-5692,ITEM-250,OUT,25,2023-06-15,,A2,system,Urgent
MOV-5693,ITEM-226,IN,38,2023-03-08,PO-3016,B2,kho1,
MOV-5694,ITEM-223,OUT,83,2023-04-24,,A2,system,Urgent
MOV-5695,ITEM-209,IN,5,2024-02-21,PO-3267,B1,ADMIN,
MOV-5696,ITEM-216,RETURN,83,2024-06-30,PO-3013,Không xác định,admin,OK
MOV-5697,ITEM-252,RETURN,81,2024-03-26,PO-3220,A1,ADMIN,
MOV-5698,ITEM-247,OUT,44,2023-05-26,,B1,admin,OK
MOV-5699,ITEM-210,OUT,63,2023-09-08,,B2,kho2,
MOV-5700,ITEM-258,RETURN,73,2023-10-09,PO-3019,B1,KHO1,OK
MOV-5701,ITEM-238,IN,21,2023-11-09,PO-3244,A2,kho1,
MOV-5703,ITEM-228,OUT,19,2023-01-13,,C1,system,Kiểm tra lại
MOV-5704,ITEM-280,IN,83,2023-06-09,PO-3257,Không xác định,kho1,
MOV-5706,ITEM-209,IN,40,2023-07-31,PO-3115,Không xác định,kho1,OK
MOV-5707,ITEM-264,OUT,82,2023-01-13,,A2,ADMIN,
MOV-5708,ITEM-247,RETURN,52,2023-04-12,PO-3169,C1,admin,
MOV-5709,ITEM-208,OUT,67,2023-09-11,,Không xác định,ADMIN,
MOV-5710,ITEM-232,IN,92,2024-04-12,PO-3091,Không xác định,kho1,Urgent
MOV-5711,ITEM-209,IN,39,2023-03-04,PO-3107,A1,KHO1,
MOV-5712,ITEM-207,IN,10,2023-07-21,PO-3245,C1,kho1,
MOV-5713,ITEM-263,IN,2,2024-03-16,PO-3058,Không xác định,KHO1,
MOV-5714,ITEM-259,IN,97,2024-02-21,PO-3139,B1,ADMIN,OK
MOV-5715,ITEM-234,ADJUSTMENT,32,2023-12-16,,Không xác định,system,
MOV-5716,ITEM-224,OUT,41,2024-06-05,,B2,ADMIN,OK
MOV-5717,ITEM-213,ADJUSTMENT,44,2023-07-07,,A2,kho2,
MOV-5718,ITEM-240,IN,61,2023-04-16,PO-3154,A2,kho1,
MOV-5719,ITEM-251,ADJUSTMENT,21,2023-06-10,,Không xác định,KHO1,
MOV-5720,ITEM-254,ADJUSTMENT,30,2023-09-27,,B1,kho1,OK
MOV-5721,ITEM-243,RETURN,96,2023-11-19,PO-3231,B2,admin,Kiểm tra lại
MOV-5722,ITEM-246,RETURN,59,2023-10-08,PO-3010,B1,kho2,
MOV-5723,ITEM-242,OUT,42,2023-07-24,,B1,admin,
MOV-5724,ITEM-232,IN,93,2024-05-06,PO-3241,Không xác định,ADMIN,Kiểm tra lại
MOV-5725,ITEM-232,IN,76,2024-01-20,PO-3031,B2,kho2,
MOV-5726,ITEM-261,IN,10,2023-11-29,PO-3212,A2,KHO1,
MOV-5727,ITEM-257,IN,74,2023-09-24,PO-9790,Không xác định,ADMIN,Urgent
MOV-5728,ITEM-241,ADJUSTMENT,99,2024-04-01,,B2,kho1,Kiểm tra lại
MOV-5729,ITEM-247,IN,87,2023-09-23,PO-3131,B2,system,Kiểm tra lại
MOV-5730,ITEM-263,ADJUSTMENT,68,2023-03-03,,C1,system,
MOV-5731,ITEM-265,ADJUSTMENT,69,2024-05-18,,Không xác định,admin,
MOV-5732,ITEM-212,OUT,69,2023-06-12,,C1,system,
MOV-5733,ITEM-225,ADJUSTMENT,99,2024-03-17,,A2,ADMIN,OK
MOV-5734,ITEM-210,IN,74,2023-12-14,PO-3233,A1,system,
MOV-5735,ITEM-238,IN,50,2023-01-20,PO-3005,C1,ADMIN,
MOV-5736,ITEM-242,OUT,84,2023-07-25,,Không xác định,KHO1,
MOV-5737,ITEM-225,ADJUSTMENT,-27,2023-11-12,,A1,kho1,
MOV-5738,ITEM-245,IN,41,2023-08-24,PO-3107,A2,kho2,
MOV-5739,ITEM-218,OUT,49,2023-01-27,,A2,system,
MOV-5740,ITEM-258,OUT,26,2023-07-30,,A1,kho1,
MOV-5741,ITEM-275,RETURN,16,2023-06-16,PO-3108,B1,system,
MOV-5742,ITEM-227,IN,47,2024-05-04,PO-9389,B2,admin,OK
MOV-5743,ITEM-247,IN,56,2023-11-04,PO-3118,B2,admin,OK
MOV-5745,ITEM-267,IN,89,2024-04-26,PO-3020,B1,kho2,
MOV-5746,ITEM-254,ADJUSTMENT,54,2023-06-26,,Không xác định,ADMIN,
MOV-5747,ITEM-247,IN,4,2024-05-24,PO-3105,C1,kho2,
MOV-5748,ITEM-204,IN,61,2023-02-05,PO-3074,Không xác định,KHO1,
MOV-5749,ITEM-221,IN,45,2023-08-17,PO-3048,B2,KHO1,Kiểm tra lại
MOV-5750,ITEM-218,ADJUSTMENT,82,2023-01-01,,A2,kho2,Urgent
MOV-5751,ITEM-270,IN,86,2023-04-09,PO-3245,A2,KHO1,
MOV-5752,ITEM-219,IN,11,2023-04-08,PO-3207,A2,ADMIN,Urgent
MOV-5753,ITEM-239,IN,60,2024-06-16,PO-3265,B1,system,OK
MOV-5754,ITEM-219,OUT,5,2024-01-30,,A1,kho1,Urgent
MOV-5755,ITEM-205,ADJUSTMENT,21,2024-02-11,,B1,kho1,Urgent
MOV-5756,ITEM-274,OUT,28,2024-04-09,,Không xác định,kho2,Urgent
MOV-5757,ITEM-266,IN,24,2023-09-19,PO-3175,A1,ADMIN,
MOV-5758,ITEM-244,ADJUSTMENT,34,2023-03-06,,C1,kho1,
MOV-5759,ITEM-230,OUT,16,2023-10-30,,B2,KHO1,
MOV-5760,ITEM-265,IN,66,2023-07-19,PO-9751,B1,KHO1,
MOV-5761,ITEM-220,OUT,68,2023-02-18,,Không xác định,KHO1,
MOV-5762,ITEM-248,IN,88,2023-06-19,PO-3116,B2,kho1,OK
MOV-5763,ITEM-207,OUT,50,2024-06-18,,B1,kho1,Urgent
MOV-5764,ITEM-239,IN,33,2023-11-16,PO-3107,B2,kho1,
MOV-5765,ITEM-262,ADJUSTMENT,98,2023-09-06,,B2,KHO1,
MOV-5766,ITEM-232,ADJUSTMENT,10,2023-08-20,,A1,ADMIN,Urgent
MOV-5767,ITEM-275,RETURN,27,2024-03-30,PO-9120,B1,KHO1,
MOV-5768,ITEM-277,OUT,85,2024-03-24,,C1,system,
MOV-5769,ITEM-210,ADJUSTMENT,35,2023-02-11,,Không xác định,system,Kiểm tra lại
MOV-5770,ITEM-275,IN,89,2024-05-13,PO-3150,C1,kho2,
MOV-5771,ITEM-264,ADJUSTMENT,54,2023-02-28,,Không xác định,ADMIN,OK
MOV-5772,ITEM-233,RETURN,43,2024-03-05,PO-3129,A2,KHO1,Kiểm tra lại
MOV-5773,ITEM-229,OUT,86,2023-09-30,,B2,KHO1,
MOV-5774,ITEM-273,OUT,67,2024-01-27,,A1,KHO1,
MOV-5775,ITEM-216,ADJUSTMENT,47,2024-03-07,,B1,ADMIN,
MOV-5776,ITEM-257,ADJUSTMENT,74,2024-06-19,,Không xác định,system,Urgent
MOV-5777,ITEM-204,IN,24,2023-01-25,PO-3169,B2,kho2,OK
MOV-5778,ITEM-245,IN,36,2024-04-01,PO-3025,A2,KHO1,
MOV-5779,ITEM-271,RETURN,95,2024-02-15,PO-3179,B1,kho2,
MOV-5780,ITEM-269,RETURN,41,2023-11-10,PO-3052,B2,ADMIN,
MOV-5781,ITEM-249,IN,91,2024-05-12,PO-3180,A2,kho2,
MOV-5782,ITEM-215,IN,40,2024-06-02,PO-3287,Không xác định,admin,
MOV-5783,ITEM-212,IN,77,2024-02-19,PO-3135,B2,admin,
MOV-5784,ITEM-238,OUT,11,2023-11-28,,A2,KHO1,
MOV-5785,ITEM-236,IN,29,2023-08-13,PO-3126,A1,kho2,
MOV-5786,ITEM-203,ADJUSTMENT,62,2024-03-25,,A2,system,
MOV-5787,ITEM-267,OUT,81,2024-02-01,,B1,system,OK
MOV-5788,ITEM-247,IN,70,2024-01-01,PO-3040,A2,KHO1,
MOV-5789,ITEM-217,IN,91,2024-05-02,PO-3275,B1,ADMIN,Urgent
MOV-5790,ITEM-271,ADJUSTMENT,60,2023-10-03,,B2,system,
MOV-5791,ITEM-256,IN,3,2024-04-04,PO-3287,A2,admin,Urgent
MOV-5792,ITEM-246,IN,36,2023-09-16,PO-3015,B2,kho1,Urgent
MOV-5793,ITEM-258,IN,90,2023-11-08,PO-3170,A2,KHO1,Urgent
MOV-5794,ITEM-276,IN,79,2023-02-24,PO-3184,C1,system,Urgent
MOV-5796,ITEM-264,RETURN,43,2023-04-02,PO-3049,B2,system,Urgent
MOV-5797,ITEM-261,IN,24,2023-04-09,PO-3160,A1,kho1,OK
MOV-5798,ITEM-252,IN,45,2023-03-25,PO-3174,A1,KHO1,
MOV-5800,ITEM-250,IN,73,2024-01-19,PO-3036,C1,kho1,OK
MOV-5801,ITEM-213,ADJUSTMENT,77,2024-01-19,,A2,KHO1,
MOV-5802,ITEM-257,IN,5,2023-05-04,PO-3160,C1,kho1,
MOV-5803,ITEM-264,IN,20,2023-12-12,PO-3233,A1,ADMIN,
MOV-5804,ITEM-209,IN,47,2023-05-25,PO-3123,B1,admin,Kiểm tra lại
MOV-5805,ITEM-276,IN,12,2023-11-25,PO-3270,Không xác định,kho1,OK
MOV-5806,ITEM-242,IN,98,2023-07-22,PO-3150,B2,admin,Kiểm tra lại
MOV-5807,ITEM-214,IN,62,2024-02-03,PO-3157,Không xác định,admin,
MOV-5808,ITEM-206,IN,40,2023-06-27,PO-3161,B2,kho1,OK
MOV-5809,ITEM-269,IN,56,2024-06-04,PO-3269,A2,admin,Kiểm tra lại
MOV-5810,ITEM-224,IN,41,2023-03-16,PO-3105,B2,kho1,Urgent
MOV-5811,ITEM-215,IN,31,2023-12-05,PO-3091,A1,kho1,
MOV-5812,ITEM-277,IN,86,2023-09-22,PO-3217,A2,ADMIN,Urgent
MOV-5813,ITEM-235,OUT,2,2024-03-01,,B2,kho2,
MOV-5814,ITEM-202,RETURN,6,2024-04-04,PO-3066,A2,system,
MOV-5815,ITEM-224,OUT,22,2023-09-20,,B2,kho2,
MOV-5816,ITEM-237,IN,34,2023-04-22,PO-3062,C1,system,
MOV-5817,ITEM-217,OUT,61,2024-05-05,,A2,admin,
MOV-5818,ITEM-209,IN,79,2024-01-15,PO-3225,C1,kho1,
MOV-5819,ITEM-227,RETURN,6,2023-01-15,PO-3079,B2,kho1,Urgent
MOV-5820,ITEM-208,OUT,20,2023-10-26,,A2,kho2,Urgent
MOV-5821,ITEM-257,IN,9,2023-09-09,PO-3271,A1,admin,Urgent
MOV-5822,ITEM-209,OUT,69,2023-01-18,,B1,admin,
MOV-5823,ITEM-214,RETURN,1,2024-01-26,PO-3002,A2,ADMIN,
MOV-5824,ITEM-273,OUT,3,2024-05-02,,Không xác định,KHO1,Kiểm tra lại
MOV-5825,ITEM-258,RETURN,88,2024-05-17,PO-3129,B2,KHO1,OK
MOV-5826,ITEM-229,IN,82,2023-06-28,PO-3199,B2,kho2,
MOV-5827,ITEM-206,OUT,91,2023-08-21,,B1,kho1,Kiểm tra lại
MOV-5828,ITEM-254,OUT,94,2024-04-08,,B1,kho2,Urgent
MOV-5829,ITEM-252,IN,68,2023-07-30,PO-3126,Không xác định,KHO1,OK
MOV-5830,ITEM-260,OUT,48,2023-11-11,,C1,ADMIN,Kiểm tra lại
MOV-5831,ITEM-239,ADJUSTMENT,53,2023-02-22,,Không xác định,system,
MOV-5832,ITEM-256,IN,4,2023-07-31,PO-3198,C1,kho1,Urgent
MOV-5833,ITEM-252,OUT,20,2024-02-26,,A2,system,OK
MOV-5834,ITEM-279,ADJUSTMENT,68,2023-02-06,,A1,admin,
MOV-5835,ITEM-207,IN,41,2024-01-01,PO-3104,B1,KHO1,OK
MOV-5836,ITEM-275,ADJUSTMENT,61,2023-12-13,,C1,kho1,
MOV-5837,ITEM-221,OUT,69,2024-02-24,,Không xác định,kho2,Urgent
MOV-5838,ITEM-232,IN,19,2024-03-31,PO-3050,B2,kho1,
MOV-5839,ITEM-203,OUT,47,2024-03-27,,B2,ADMIN,
MOV-5840,ITEM-245,IN,48,2023-03-12,PO-3091,A1,ADMIN,
MOV-5842,ITEM-276,OUT,47,2023-09-16,,A1,system,OK
MOV-5843,ITEM-222,IN,31,2023-11-10,PO-3135,Không xác định,system,Urgent
MOV-5844,ITEM-211,IN,5,2023-05-14,PO-3006,B2,system,
MOV-5845,ITEM-235,RETURN,43,2024-01-11,PO-3263,A2,kho2,Urgent
MOV-5846,ITEM-234,OUT,63,2023-10-16,,A1,ADMIN,OK
MOV-5847,ITEM-266,IN,17,2023-04-20,PO-3125,A1,admin,
MOV-5848,ITEM-202,RETURN,80,2023-03-14,PO-3080,B1,ADMIN,
MOV-5849,ITEM-279,IN,91,2023-05-23,PO-3103,A1,admin,Kiểm tra lại
MOV-5850,ITEM-230,IN,92,2023-03-23,PO-3199,Không xác định,system,
MOV-5851,ITEM-224,OUT,94,2023-03-04,,A2,kho1,OK
MOV-5852,ITEM-219,OUT,25,2023-05-07,,B1,kho1,
MOV-5853,ITEM-251,RETURN,38,2024-02-27,PO-3260,Không xác định,kho1,
MOV-5854,ITEM-201,RETURN,37,2023-06-15,PO-3034,C1,system,
MOV-5855,ITEM-258,IN,87,2023-04-01,PO-3164,C1,ADMIN,
MOV-5856,ITEM-273,IN,41,2024-04-06,PO-3184,B1,KHO1,Urgent
MOV-5857,ITEM-225,IN,22,2023-02-13,PO-3181,B2,system,Kiểm tra lại
MOV-5858,ITEM-220,IN,97,2024-01-30,PO-3215,Không xác định,kho1,Kiểm tra lại
MOV-5859,ITEM-247,IN,85,2023-06-26,PO-3078,B2,kho1,OK
MOV-5860,ITEM-244,IN,64,2024-02-06,PO-3082,A2,system,
MOV-5861,ITEM-264,OUT,21,2024-05-14,,A1,kho2,Urgent
MOV-5862,ITEM-262,OUT,19,2023-08-29,,B2,system,
MOV-5863,ITEM-240,RETURN,44,2023-11-15,PO-3220,Không xác định,kho2,
MOV-5864,ITEM-217,IN,61,2023-03-06,PO-3010,Không xác định,kho1,
MOV-5865,ITEM-241,RETURN,36,2023-12-15,PO-3296,Không xác định,KHO1,
MOV-5866,ITEM-276,OUT,32,2024-05-15,,C1,admin,Kiểm tra lại
MOV-5867,ITEM-219,OUT,11,2024-06-25,,B1,admin,Kiểm tra lại
MOV-5868,ITEM-250,ADJUSTMENT,99,2023-10-10,,B2,kho1,
MOV-5869,ITEM-201,IN,80,2024-05-09,PO-3288,C1,KHO1,
MOV-5870,ITEM-225,OUT,16,2023-10-30,,C1,KHO1,OK
MOV-5871,ITEM-232,ADJUSTMENT,55,2023-01-12,,A1,admin,Urgent
MOV-5872,ITEM-254,IN,60,2023-06-01,PO-3229,A1,kho2,Kiểm tra lại
MOV-5873,ITEM-236,IN,78,2024-04-09,PO-3146,A1,kho2,
MOV-5875,ITEM-256,RETURN,51,2023-07-02,PO-3168,C1,KHO1,
MOV-5876,ITEM-266,IN,92,2023-05-16,PO-3255,A2,ADMIN,
MOV-5877,ITEM-212,ADJUSTMENT,46,2023-12-13,,B2,system,
MOV-5878,ITEM-208,OUT,83,2024-02-10,,A2,system,
MOV-5879,ITEM-215,ADJUSTMENT,30,2023-09-03,,A1,ADMIN,
MOV-5880,ITEM-229,OUT,6,2023-08-13,,C1,kho2,OK
MOV-5881,ITEM-250,ADJUSTMENT,3,2024-06-06,,Không xác định,ADMIN,Kiểm tra lại
MOV-5882,ITEM-271,IN,26,2023-02-06,PO-3107,C1,kho2,
MOV-5883,ITEM-222,OUT,20,2023-01-08,,B1,KHO1,OK
MOV-5884,ITEM-266,OUT,26,2023-09-20,,B2,admin,Urgent
MOV-5885,ITEM-237,OUT,58,2024-06-08,,A1,system,
MOV-5886,ITEM-214,RETURN,26,2023-11-02,PO-3110,Không xác định,ADMIN,
MOV-5888,ITEM-202,IN,43,2023-07-31,PO-3256,C1,kho1,Kiểm tra lại
MOV-5889,ITEM-262,OUT,37,2023-09-12,,A1,KHO1,
MOV-5890,ITEM-202,IN,39,2024-03-31,PO-3196,A2,ADMIN,
MOV-5891,ITEM-255,RETURN,10,2023-10-14,PO-9122,A2,kho2,Kiểm tra lại
MOV-5892,ITEM-227,IN,96,2023-02-01,PO-3244,C1,ADMIN,
MOV-5893,ITEM-235,IN,90,2024-05-06,PO-3033,B2,admin,
MOV-5894,ITEM-264,OUT,53,2023-06-29,,Không xác định,admin,
MOV-5895,ITEM-236,RETURN,93,2024-05-05,PO-3104,A2,ADMIN,Kiểm tra lại
MOV-5896,ITEM-201,RETURN,73,2024-03-21,PO-3287,A1,kho2,OK
MOV-5897,ITEM-212,OUT,59,2024-04-28,,Không xác định,KHO1,
MOV-5898,ITEM-219,IN,82,2023-12-22,PO-3209,B1,kho1,
MOV-5899,ITEM-264,RETURN,53,2024-01-04,PO-3222,Không xác định,system,Kiểm tra lại
MOV-5900,ITEM-270,ADJUSTMENT,6,2023-12-18,,A2,KHO1,OK
MOV-5901,ITEM-270,RETURN,74,2023-05-23,PO-3106,C1,KHO1,
MOV-5902,ITEM-267,IN,1,2023-09-18,PO-3282,B1,system,
MOV-5903,ITEM-242,RETURN,71,2024-02-09,PO-3268,B2,ADMIN,
MOV-5904,ITEM-214,IN,83,2024-04-09,PO-3080,C1,admin,Kiểm tra lại
MOV-5905,ITEM-219,IN,40,2023-09-05,PO-3208,A1,admin,
MOV-5906,ITEM-238,IN,24,2023-03-15,PO-3035,Không xác định,system,
MOV-5907,ITEM-277,IN,50,2024-01-19,PO-3107,C1,KHO1,
MOV-5908,ITEM-263,IN,41,2023-12-26,PO-3016,A1,system,Urgent
MOV-5909,ITEM-276,OUT,88,2024-05-17,,A1,system,OK
MOV-5910,ITEM-270,IN,32,2023-04-07,PO-3233,A1,kho2,OK
MOV-5911,ITEM-271,ADJUSTMENT,28,2024-02-25,,Không xác định,admin,
MOV-5912,ITEM-257,IN,24,2024-04-19,PO-3141,Không xác định,admin,OK
MOV-5913,ITEM-275,IN,67,2024-05-17,PO-3090,C1,kho2,Kiểm tra lại
MOV-5914,ITEM-215,RETURN,10,2023-07-23,PO-3247,A2,system,
MOV-5915,ITEM-239,IN,44,2024-05-20,PO-3118,A1,kho1,
MOV-5916,ITEM-217,RETURN,73,2023-01-25,PO-3225,C1,ADMIN,OK
MOV-5917,ITEM-270,IN,61,2023-02-04,PO-3143,B1,ADMIN,OK
MOV-5918,ITEM-261,OUT,32,2023-05-21,,A2,ADMIN,
MOV-5919,ITEM-258,RETURN,48,2023-09-27,PO-3245,A1,KHO1,
MOV-5921,ITEM-208,OUT,15,2024-06-21,,B1,kho1,OK
MOV-5922,ITEM-232,ADJUSTMENT,28,2023-07-13,,A1,kho1,Kiểm tra lại
MOV-5923,ITEM-271,RETURN,10,2023-05-30,PO-3066,C1,admin,
MOV-5924,ITEM-222,IN,97,2024-02-28,PO-3186,A1,kho2,
MOV-5925,ITEM-251,IN,86,2024-01-18,PO-3201,B2,KHO1,
MOV-5926,ITEM-266,OUT,97,2023-06-11,,A1,system,
MOV-5927,ITEM-204,OUT,72,2023-03-28,,A1,kho2,OK
MOV-5928,ITEM-251,IN,84,2023-12-16,PO-3156,C1,system,Kiểm tra lại
MOV-5929,ITEM-276,RETURN,88,2023-05-21,PO-3241,C1,KHO1,Urgent
MOV-5930,ITEM-209,IN,35,2023-10-05,PO-3148,A2,KHO1,
MOV-5931,ITEM-245,IN,43,2024-06-14,PO-3211,C1,kho1,
MOV-5932,ITEM-238,IN,88,2024-01-06,PO-3278,A2,admin,Urgent
MOV-5933,ITEM-238,RETURN,27,2023-12-12,PO-3094,B2,ADMIN,OK
MOV-5934,ITEM-273,OUT,44,2023-05-30,,B2,KHO1,Kiểm tra lại
MOV-5935,ITEM-201,IN,33,2024-05-21,PO-3233,C1,system,
MOV-5936,ITEM-235,IN,81,2024-05-16,PO-3056,A1,kho2,
MOV-5937,ITEM-207,IN,36,2023-04-21,PO-3281,Không xác định,system,
MOV-5938,ITEM-206,RETURN,8,2023-01-11,PO-3058,A2,kho1,
MOV-5939,ITEM-280,OUT,97,2023-10-01,,A2,admin,
MOV-5940,ITEM-275,IN,22,2024-01-28,PO-3105,Không xác định,KHO1,OK
MOV-5941,ITEM-263,IN,32,2024-02-21,PO-3114,B1,admin,
MOV-5942,ITEM-231,RETURN,56,2024-01-31,PO-3229,B2,system,
MOV-5944,ITEM-235,IN,63,2024-03-23,PO-3269,B2,KHO1,
MOV-5945,ITEM-248,IN,10,2024-01-22,PO-3087,B1,kho1,Urgent
MOV-5946,ITEM-238,IN,77,2024-04-25,PO-3013,B2,ADMIN,
MOV-5947,ITEM-203,OUT,45,2024-01-04,,B2,system,
MOV-5948,ITEM-256,IN,30,2023-10-03,PO-3188,C1,ADMIN,
MOV-5949,ITEM-277,OUT,5,2024-01-26,,Không xác định,kho1,
MOV-5950,ITEM-279,RETURN,7,2023-09-14,PO-3041,B2,kho2,
MOV-5951,ITEM-224,IN,40,2023-06-20,PO-3267,Không xác định,ADMIN,
MOV-5952,ITEM-237,OUT,55,2023-06-21,,C1,ADMIN,
MOV-5953,ITEM-209,ADJUSTMENT,35,2023-07-03,,B1,ADMIN,
MOV-5954,ITEM-220,OUT,32,2023-01-09,,C1,admin,
MOV-5955,ITEM-265,IN,18,2023-06-21,PO-3025,B1,KHO1,
MOV-5956,ITEM-236,OUT,59,2023-06-29,,Không xác định,KHO1,
MOV-5957,ITEM-206,IN,18,2023-01-01,PO-3148,C1,KHO1,Urgent
MOV-5958,ITEM-252,OUT,83,2024-06-16,,Không xác định,system,
MOV-5959,ITEM-233,OUT,22,2024-05-30,,A2,admin,
MOV-5960,ITEM-248,ADJUSTMENT,15,2024-02-27,,B1,system,
MOV-5961,ITEM-203,IN,100,2023-05-31,PO-3231,B1,system,
MOV-5962,ITEM-219,IN,57,2023-09-16,PO-3250,B2,kho1,Kiểm tra lại
MOV-5963,ITEM-207,IN,82,2023-04-14,PO-3152,B2,admin,
MOV-5964,ITEM-238,IN,71,2024-05-03,PO-3021,B1,kho1,OK
MOV-5965,ITEM-265,IN,13,2023-05-30,PO-3288,B1,admin,Kiểm tra lại
MOV-5966,ITEM-252,IN,59,2023-12-22,PO-3168,B2,system,Kiểm tra lại
MOV-5967,ITEM-266,IN,100,2024-06-02,PO-3035,Không xác định,ADMIN,Kiểm tra lại
MOV-5968,ITEM-235,IN,98,2023-07-21,PO-3048,B1,admin,
MOV-5969,ITEM-225,OUT,25,2024-03-03,,C1,KHO1,OK
MOV-5970,ITEM-227,IN,21,2023-02-08,PO-3136,Không xác định,system,
MOV-5971,ITEM-211,RETURN,44,2024-01-17,PO-3241,B1,ADMIN,Urgent
MOV-5972,ITEM-242,OUT,86,2024-06-16,,A2,admin,Kiểm tra lại
MOV-5973,ITEM-262,IN,66,2023-11-04,PO-3256,B1,kho2,
MOV-5974,ITEM-219,OUT,29,2023-09-12,,Không xác định,KHO1,
MOV-5975,ITEM-247,OUT,52,2024-03-05,,A2,KHO1,Kiểm tra lại
MOV-5976,ITEM-209,ADJUSTMENT,8,2024-03-22,,B2,admin,OK
MOV-5977,ITEM-248,IN,31,2024-05-13,PO-3252,A2,kho2,
MOV-5978,ITEM-279,ADJUSTMENT,44,2023-06-13,,A1,admin,
MOV-5979,ITEM-202,IN,55,2024-05-19,PO-3048,A1,admin,Kiểm tra lại
MOV-5980,ITEM-223,IN,38,2024-01-11,PO-3183,B1,admin,
MOV-5981,ITEM-275,IN,79,2023-01-01,PO-3099,A1,kho2,
MOV-5982,ITEM-238,OUT,10,2023-10-19,,A2,ADMIN,
MOV-5983,ITEM-266,IN,78,2023-08-18,PO-3146,B2,system,OK
MOV-5984,ITEM-266,IN,84,2024-02-15,PO-3215,Không xác định,kho2,
MOV-5985,ITEM-231,OUT,91,2023-06-08,,A2,admin,Kiểm tra lại
MOV-5986,ITEM-217,IN,10,2023-10-17,PO-3171,B2,admin,Urgent
MOV-5987,ITEM-271,RETURN,39,2023-08-03,PO-3243,A1,admin,
MOV-5988,ITEM-233,OUT,64,2024-04-19,,B1,system,
MOV-5989,ITEM-242,RETURN,85,2023-11-19,PO-3291,B1,system,
MOV-5990,ITEM-263,IN,6,2023-05-24,PO-3123,Không xác định,kho1,Kiểm tra lại
MOV-5991,ITEM-205,ADJUSTMENT,81,2024-01-05,,B1,admin,
MOV-5992,ITEM-262,ADJUSTMENT,26,2023-08-05,,Không xác định,KHO1,OK
MOV-5993,ITEM-268,OUT,76,2023-07-21,,B2,ADMIN,
MOV-5994,ITEM-271,IN,97,2024-04-12,PO-3023,B2,system,Kiểm tra lại
MOV-5995,ITEM-278,OUT,41,2023-08-17,,A1,kho1,Urgent
MOV-5996,ITEM-275,IN,34,2023-01-05,PO-3272,B2,admin,Kiểm tra lại
MOV-5997,ITEM-207,IN,69,2024-03-02,PO-3009,B1,KHO1,Urgent
MOV-5998,ITEM-207,OUT,28,2024-06-30,,A2,system,
MOV-5999,ITEM-243,IN,84,2023-07-25,PO-3008,A1,admin,
MOV-6000,ITEM-234,IN,38,2023-09-21,PO-3213,A1,kho2,OK
